Student_ID,Gender,Age,Education,CGPA,Internships,Year,Hostel,Projects,Letter_of_Recommendation,Specialization,On/Off Campus,Package(LPA),HistoryOfBacklogs,Placement_Status
21609,Female,22,Bachelor,9.66,4,2018,Not Opted,0,Yes,Computer Science,On Campus,0,3,Not Placed
21610,Male,24,Master,9.98,3,2018,Opted,2,No,Electronics,Off Campus,0,4,Not Placed
21611,Male,25,Bachelor,8.6,0,2023,Opted,4,No,Information Technology,On Campus,966656,0,Placed
21612,Female,24,Master,6.44,2,2018,Opted,0,No,Information Technology,Off Campus,332053,2,Placed
21613,Female,27,Bachelor,9.4,0,2019,Not Opted,0,Yes,Electrical,On Campus,393953,2,Placed
21614,Male,30,Master,5.25,2,2018,Not Opted,5,No,Information Technology,On Campus,389681,2,Placed
21615,Female,27,Bachelor,6.16,1,2022,Opted,2,No,Civil,On Campus,680306,1,Placed
21616,Male,27,Bachelor,9.49,1,2022,Opted,0,Yes,Information Technology,Off Campus,543810,0,Placed
21617,Male,27,Bachelor,6.28,4,2018,Opted,1,Yes,Electrical,On Campus,685081,0,Placed
21618,Male,24,Master,6.1,1,2023,Opted,5,No,Information Technology,Off Campus,0,3,Not Placed
21619,Female,25,Master,5.69,4,2022,Opted,5,Yes,Civil,On Campus,711801,1,Placed
21620,Male,25,Master,9.3,0,2021,Opted,0,Yes,Information Technology,On Campus,0,4,Not Placed
21621,Male,27,Bachelor,7.5,1,2022,Not Opted,5,Yes,Electrical,On Campus,317616,0,Placed
21622,Female,27,Master,8.37,0,2018,Not Opted,3,Yes,Computer Science,Off Campus,418422,1,Placed
21623,Female,27,Bachelor,6.2,0,2023,Opted,2,Yes,Electronics,Off Campus,389007,1,Placed
21624,Female,28,Master,,1,2020,Not Opted,3,Yes,Computer Science,Off Campus,942441,0,Placed
21625,Female,22,Bachelor,,0,2023,Opted,4,Yes,Information Technology,Off Campus,0,3,Not Placed
21626,Male,27,Bachelor,6.56,1,2023,Opted,3,No,Mechanical,Off Campus,350025,1,Placed
21627,Male,24,Bachelor,7.05,1,2023,Not Opted,1,Yes,Civil,On Campus,496247,2,Placed
21628,Male,26,Master,6.05,1,2021,Not Opted,5,Yes,Information Technology,On Campus,270949,1,Placed
21629,Male,24,Master,9.88,2,2019,Opted,5,Yes,Electronics,Off Campus,0,4,Not Placed
21630,Female,27,Master,8.23,0,2018,Opted,1,No,Computer Science,Off Campus,875516,0,Placed
21631,Male,23,Bachelor,9.67,3,2019,Not Opted,5,Yes,Electronics,Off Campus,0,4,Not Placed
21632,Male,23,Bachelor,6.52,1,2020,Not Opted,3,Yes,Electrical,Off Campus,0,3,Not Placed
21633,Female,24,Master,8.91,0,2019,Opted,4,No,Information Technology,On Campus,898165,2,Placed
21634,Male,28,Master,8.83,4,2018,Opted,0,Yes,Mechanical,Off Campus,988419,0,Placed
21635,Male,26,Master,,1,2018,Opted,1,No,Electronics,Off Campus,262979,1,Placed
21636,Male,21,Bachelor,9.83,1,2020,Not Opted,3,No,Computer Science,Off Campus,283905,2,Placed
21637,Male,21,Bachelor,6.97,3,2018,Opted,3,Yes,Electronics,Off Campus,883228,1,Placed
21638,Male,27,Bachelor,5.65,2,2020,Not Opted,3,No,Computer Science,On Campus,0,3,Not Placed
21639,Male,27,Bachelor,8.36,2,2020,Opted,0,Yes,Electronics,On Campus,263805,0,Placed
21640,Female,25,Bachelor,8.65,1,2018,Not Opted,2,Yes,Electrical,Off Campus,0,3,Not Placed
21641,Female,25,Master,,0,2022,Not Opted,5,No,Computer Science,On Campus,0,3,Not Placed
21642,Male,24,Bachelor,6.03,4,2020,Not Opted,5,No,Electronics,On Campus,0,3,Not Placed
21643,Male,26,Bachelor,7.52,4,2018,Not Opted,4,Yes,Electrical,Off Campus,0,3,Not Placed
21644,Female,26,Bachelor,6.56,0,2022,Opted,2,Yes,Electrical,Off Campus,691135,1,Placed
21645,Male,23,Bachelor,7.14,1,2020,Not Opted,5,No,Computer Science,On Campus,0,4,Not Placed
21646,Male,27,Bachelor,8.23,4,2022,Not Opted,4,Yes,Computer Science,On Campus,348079,1,Placed
21647,Male,27,Master,8.73,2,2021,Not Opted,4,Yes,Electronics,On Campus,563604,2,Placed
21648,Female,21,Bachelor,6.16,0,2023,Opted,3,Yes,Computer Science,On Campus,0,3,Not Placed
21649,Male,27,Bachelor,7.03,3,2021,Opted,1,No,Information Technology,On Campus,932224,2,Placed
21650,Female,25,Bachelor,6.35,1,2022,Opted,3,Yes,Electronics,Off Campus,596605,1,Placed
